symbol,date,open,high,low,close,volume,prev_close,gap,run,dollar_vol,advol20,rvol
FPS,2026-05-29,47.72,55.19,47.65,54.66,32080558.0,47.56,0.003364171572750152,0.16042893187552565,1753523300.28,5127144.05,6.2570034481477075
FRVO,2026-09-01,16.47,20.07,16.44,19.75,35232544.0,15.38,0.07087126137841349,0.3049414824447334,695842744.0,3725375.7,9.457447204586641
GAP,2024-11-22,24.459963,24.545288,22.042408,23.578266,35444173.0,20.895255,0.17059892305693314,0.1746823860249611,835712139.1440179,5477942.05,6.470344643386653
GAP,2025-03-07,21.428723,22.244464,20.474639,22.087041,30489855.0,18.585553,0.15297742284020277,0.19686855699155137,673430677.4690549,6840973.1,4.456947067954411
GAP,2026-08-28,24.685,25.8,23.33,23.48,26447620.0,20.79,0.18734968734968738,0.24098124098124107,620990117.6,6595090.1,4.010198435348139
GEO,2024-11-06,19.34,21.54,19.06,21.5,20190734.0,15.13,0.2782551222736285,0.42366159947124915,434100781.0,2537372.2,7.95734027510824
GEO,2026-05-06,21.2,23.19,20.0328,22.2,5537482.0,18.36,0.15468409586056642,0.2630718954248368,122932100.39999999,1483391.2,3.7329883040967213
GLUE,2024-10-28,6.39,12.4,6.15,9.48,95126226.0,4.89,0.3067484662576687,1.535787321063395,901796622.48,478622.95,198.74982175426396
GLUE,2025-09-15,7.22,7.4,6.06,6.93,31708489.0,4.81,0.501039501039501,0.5384615384615388,219739828.76999998,343269.3,92.37205016586104
GLUE,2025-12-16,17.19,18.98,17.19,18.66,3066461.0,16.45,0.04498480243161107,0.15379939209726445,57220162.26,781981.4,3.921398897723143
GLUE,2026-01-07,21.91,25.15,21.11,23.28,23208664.0,16.01,0.368519675202998,0.5708931917551527,540297697.9200001,1195888.65,19.407044292961558
GLW,2026-01-27,101.532758,113.390017,100.438547,109.162387,25446523.0,94.450233,0.07498684518861909,0.20052659901855407,2777803191.5304008,4858364.75,5.237672408190431
GLW,2026-05-06,188.734806,195.1429,174.712741,180.951413,32981093.0,161.547745,0.16829118227555573,0.2079580559914347,5967975380.634409,10552291.4,3.125491113712042
GLXY,2025-05-16,23.5,25.26,22.09,22.8,6284903.0,21.91,0.07256960292104053,0.15289821999087172,143295788.4,59448.7,105.71977183689467
GLXY,2025-05-19,23.02,26.6,22.5,23.65,2612360.0,22.8,0.009649122807017463,0.16666666666666674,61782314.0,373231.4,6.999303917087362
GLXY,2026-01-15,30.145,32.89,28.91,31.99,20580699.0,28.19,0.06935083362894634,0.16672578928698112,658376561.01,4844059.9,4.248646677552439
GLXY,2026-06-08,26.275,31.8,26.2,30.51,19328340.0,25.14,0.04514717581543359,0.26491646778042965,589707653.4,5212071.05,3.7083799922489544
GM,2025-10-21,63.214619,66.972201,61.826594,66.050156,43706533.0,57.503888,0.09931034576305509,0.16465517948977637,2886823322.8691483,8082950.2,5.407250065700021
GME,2025-03-26,28.84,29.8,27.32,28.36,53312955.0,25.4,0.13543307086614176,0.17322834645669305,1511955403.8,4280582.2,12.454603721895586
GTLB,2026-09-02,55.2,55.55,49.1101,49.59,28993570.0,45.09,0.2242182302062541,0.23198048347748923,1437791136.3000002,4729854.2,6.12990776755867
GWRE,2025-01-23,194.12,212.0,192.52,204.6,3569102.0,183.49,0.05793231238759611,0.15537631478554692,730238269.1999999,768798.55,4.642441118027603
GWRE,2025-06-04,246.95,263.2,238.6001,253.98,4554995.0,218.18,0.13186359886332388,0.2063433861948849,1156877630.1,775658.5,5.87242323780375
GWRE,2025-09-05,263.99,272.6,243.3607,260.71,3220484.0,216.99,0.21659984331075166,0.2562790912023596,839612383.64,654889.95,4.9175956968037156
HCSG,2025-04-23,11.1,12.2,10.86,12.19,3007375.0,9.41,0.17959617428267793,0.29649309245483524,36659901.25,488541.75,6.155819845489152
HCSG,2025-07-23,13.64,15.38,13.465,14.63,2626494.0,13.05,0.04521072796934855,0.17854406130268208,38425607.22,778916.7,3.3719831658507258
HCSG,2026-02-11,20.49,22.49,20.04,22.28,3364069.0,19.24,0.06496881496881501,0.16891891891891886,74951457.32000001,537165.5,6.262630418371992
HCSG,2026-04-22,24.0,24.39,21.87,22.89,2594846.0,19.35,0.24031007751937983,0.26046511627906965,59396024.940000005,599081.3,4.33137539095278
HIMS,2024-11-06,21.6,24.68,21.4,23.42,36942830.0,20.64,0.04651162790697683,0.19573643410852704,865201078.6,12289187.25,3.0061247541003984
HIMS,2025-02-13,47.53,59.55,47.1426,59.18,42823838.0,46.34,0.02567975830815694,0.28506689684937414,2534314732.84,12637744.65,3.388566487612962
HIMS,2025-02-19,59.26,72.98,58.695,68.74,59517449.0,58.5,0.01299145299145299,0.24752136752136766,4091229444.2599998,15814513.45,3.763470130660264
HIMS,2025-04-29,37.94,37.94,32.95,35.04,152176234.0,28.48,0.3321629213483146,0.3321629213483146,5332255239.36,22294505.9,6.8257280373277975
HIMS,2025-05-06,38.33,50.56,38.21,49.47,157523969.0,41.88,-0.08476599808978047,0.20725883476599805,7792710746.429999,33174792.5,4.7483030677584495
HIMS,2026-03-09,23.215,23.51,20.97,22.16,174964059.0,15.74,0.4749047013977128,0.49364675984752227,3877203547.44,37560104.4,4.658242084119447
HL,2025-08-07,6.950624,7.395024,6.930651,7.210274,67811966.0,6.101769,0.13911621367508342,0.21194755160347767,488942855.338684,19296971.95,3.514124712193511
HOOD,2024-11-06,27.73,30.06,26.74,29.86,49591636.0,24.96,0.1109775641025641,0.2043269230769229,1480806250.96,15964733.35,3.1063241028075175
HOOD,2025-02-13,62.09,66.91,61.2,63.8,77989658.0,55.91,0.11053478805222694,0.1967447683777499,4975740180.4,22977683.55,3.3941479710212126
HPE,2026-05-29,42.65564,44.445422,41.399302,42.914884,86121424.0,38.098924,0.11960222288692468,0.16657945510482142,3695890920.874816,17021136.05,5.059675438056321
HPE,2026-06-02,62.876686,64.063227,53.314564,55.986773,153197764.0,46.863372,0.3417021293303435,0.3670212847679848,8577048437.175571,25695862.1,5.9619624126174
HPQ,2026-05-22,22.328148,25.257482,22.308388,24.936391,48674187.0,21.636568,0.03196347960545309,0.16735158736819988,1213758558.639117,15332898.35,3.17449355555142
HUT,2025-12-17,41.93,44.6999,39.77,40.16,22652537.0,36.85,0.13785617367706915,0.2130230664857531,909725885.92,5936355.1,3.8158999282236334
HUT,2026-05-06,101.57,111.33,96.39,108.94,19778868.0,80.51,0.2615824121227175,0.3828095888709475,2154709879.92,4814422.6,4.10825339678324
INDV,2025-07-31,20.865,21.01,19.31,20.2,24098629.0,17.4,0.19913793103448274,0.20747126436781627,486792305.8,2515361.85,9.580581418136719
INDV,2025-10-30,30.0,30.55,28.0,29.13,10663285.0,25.24,0.18858954041204434,0.21038034865293187,310621492.05,1441503.05,7.397337799597441
INDV,2026-04-30,35.97,39.33,34.93,36.78,6855373.0,34.15,0.05329428989751106,0.15168374816983898,252140618.94,1493260.0,4.59087700735304
INFY,2025-12-19,18.662466,29.351191,18.579304,19.782703,118705820.0,18.765195,-0.005474443510978699,0.5641292829624207,2348321981.4314604,11948903.2,9.934453230820383
INTC,2025-09-18,31.78,32.3771,30.16,30.57,523907959.0,24.9,0.27630522088353415,0.3002851405622491,16015866306.630001,80009970.9,6.548033365176489
IONQ,2024-11-07,16.43,22.62,16.29,22.11,70733418.0,16.45,-0.0012158054711245425,0.3750759878419454,1563915871.98,19881286.3,3.5577888136946147
IONQ,2025-05-22,33.82,48.92,33.73,45.79,105188117.0,33.54,0.008348240906380422,0.45855694692904003,4816563877.43,16449784.65,6.394498118855313
IONQ,2025-09-12,47.3,56.07,47.15,55.61,68818848.0,47.05,0.005313496280552554,0.19171094580233805,3827016137.2799997,13971780.25,4.925560434576689
IONQ,2026-02-26,39.05,41.9,38.75,40.88,70334580.0,33.59,0.16254837749330142,0.24739505805299178,2875277630.4,20189013.0,3.483804780352561
IONQ,2026-04-14,31.78,35.875,31.06,35.76,68012591.0,29.76,0.0678763440860215,0.20547715053763427,2432130254.16,17373084.9,3.9148252248511146
IONQ,2026-04-15,38.36,43.34,37.46,43.25,96972993.0,35.76,0.0727069351230425,0.21196868008948555,4194081947.25,19806356.9,4.896054003752704
IOT,2025-09-05,40.39,42.8716,38.39,42.09,23981779.0,35.84,0.126953125,0.1961941964285714,1009393078.1100001,5383176.6,4.454949332332883
IOT,2025-12-05,41.92,47.47,41.52,45.22,21626727.0,40.71,0.029722426922132117,0.16605256693687043,977960594.9399999,4663425.0,4.637520063043793
IOT,2026-03-06,32.19,35.555,31.42,35.36,33401752.0,29.58,0.08823529411764697,0.2019945909398242,1181085950.72,8705894.05,3.8366825748356077
IOT,2026-09-04,44.9,45.12,39.32,40.2,25608920.0,38.75,0.15870967741935482,0.1643870967741934,1029478584.0000001,5612925.9,4.562490304744625
IQV,2025-07-22,171.33,190.13,170.16,187.38,6857001.0,158.96,0.07781831907398096,0.19608706592853542,1284864847.3799999,1955981.75,3.505656941840076
IQV,2026-07-28,235.0,247.7184,232.5,242.94,5096703.0,213.22,0.10214801613357105,0.16179720476503134,1238193026.82,1241907.95,4.103929763876622
JBHT,2025-10-16,161.666825,168.332271,157.580271,168.193407,6505974.0,137.702959,0.1740257883637779,0.2224303110291188,1094261932.913418,1386247.75,4.693226012449795
KMT,2024-11-06,26.533935,30.332576,26.505657,29.437115,3635591.0,25.054067,0.05906697703011643,0.21068471637758446,107021310.359965,856316.9,4.2456139777225
KMT,2025-11-05,24.10627,26.077714,23.423097,24.662569,3135236.0,21.578528,0.1171415399604645,0.20850291549080646,77322974.18128401,779657.2,4.021300643410976
KMT,2026-05-06,38.544006,43.297767,37.269188,42.76408,3433095.0,37.071427,0.039722749275338254,0.167955228699451,146813149.2276,1031102.05,3.3295394961148608
KSS,2025-07-22,19.154398,20.74494,12.001224,13.907548,209344034.0,10.105763,0.8953935492055376,1.0527831495751485,2911462201.368632,7505866.05,27.890723416253877
KSS,2025-08-27,15.958765,16.322456,14.712517,15.68236,47362857.0,12.646752,0.26188645116153153,0.29064411162644754,742761374.10252,6863259.55,6.900927562909959
KSS,2025-11-25,19.045481,21.942857,18.928218,21.908655,35526948.0,15.371237,0.23903372252994326,0.4275270754071385,778347646.93494,4140605.6,8.580133302239652
KSS,2026-05-28,15.389206,16.093676,14.664891,15.468583,16818372.0,12.829299,0.19953599958968904,0.25444702785397677,260156383.206876,4649191.4,3.617483246656612
KURA,2025-08-15,7.05,7.75,7.035,7.34,4325246.0,6.6,0.06818181818181812,0.1742424242424243,31747305.64,1389706.6,3.112344720820927
KURA,2026-05-20,8.98,10.38,8.98,10.34,5341981.0,8.96,0.0022321428571427937,0.1584821428571428,55236083.54,1232471.45,4.334364905572458
KVUE,2025-11-03,16.282927,16.392657,15.395548,15.400319,203525996.0,13.711437,0.18754343545465013,0.19554624362129225,3134365263.1927238,32275178.75,6.305960303937899
KVYO,2025-08-06,35.47,36.5,34.82,35.31,6093088.0,30.7,0.1553745928338761,0.18892508143322484,215146937.28,1395939.5,4.36486538277626
LEVI,2025-04-08,15.081276,15.081276,11.836545,11.922944,15071090.0,12.959721,0.16370375565955486,0.16370375565955486,179691762.08896,2450143.75,6.151104399486765
LEVI,2026-04-08,22.367582,22.673717,21.133168,21.538056,11543118.0,19.464241,0.1491628160584324,0.16489088888695935,248616321.898608,2621624.0,4.403041015797841
LION,2025-02-07,8.0,8.66,7.625,8.45,1356466.0,7.38,0.08401084010840121,0.17344173441734423,11462137.7,444194.1,3.053768611514651
LION,2025-05-07,7.75,8.5,7.4101,8.15,5809386.0,6.79,0.14138438880706916,0.25184094256259204,47346495.9,515523.75,11.268900802339369
LION,2025-09-11,6.59,7.69,6.58,7.66,9382883.0,6.61,-0.00302571860816947,0.16338880484114982,71872883.78,2059295.55,4.556355691634452
LION,2026-06-16,14.44,16.7,14.3,16.36,16425742.0,14.37,0.004871259568545616,0.16214335421016002,268725139.12,3495239.9,4.699460543466559
LITE,2024-11-08,86.5,88.0,81.03,83.85,7369004.0,73.64,0.17463335143943515,0.1950027159152634,617890985.4,1575175.8,4.678210521009782
LITE,2025-11-05,218.5,240.7099,213.0,232.75,11152676.0,188.36,0.16001274155871736,0.27792471862391155,2595785339.0,3362355.7,3.316923310642
LSCC,2025-02-11,62.62,63.7874,57.9406,58.64,7022509.0,54.47,0.14962364604369371,0.17105562695061494,411799927.76,2150139.65,3.2660711131018862
LSCC,2025-08-05,54.565,57.14,53.0625,56.14,8074631.0,48.73,0.11974143238251589,0.17258362405089267,453309784.34000003,2068708.05,3.903224043624715
LULU,2024-12-06,377.0,409.7,377.0,399.6,10951951.0,344.81,0.09335576114381827,0.18819059772048363,4376399619.6,1821591.25,6.0122988623271
LUV,2025-03-11,31.171569,31.615774,28.564282,29.481661,41161525.0,27.212355,0.14549325113537592,0.16181690265322501,1213510126.293025,10076361.0,4.084959341968792
LUV,2026-01-29,42.800196,48.469063,42.109472,47.857279,34535323.0,40.318524,0.06155165799224216,0.20215370483304396,1652766588.166117,8431461.6,4.096006675758329
LYFT,2024-11-07,17.78,18.82,17.4,17.69,73961421.0,14.4,0.23472222222222228,0.30694444444444446,1308377537.49,13179117.55,5.612016185408407
LYFT,2025-05-09,14.655,16.78,14.63,16.65,107486139.0,13.0,0.12730769230769234,0.2907692307692309,1789644214.35,12288498.5,8.746889540654621
LYFT,2025-09-17,23.38,23.5,21.91,22.84,101377100.0,20.19,0.1579990094105992,0.16394254581475964,2315452964.0,21333705.35,4.751968696333382
M,2025-09-03,14.866644,15.830134,14.741391,15.685611,48533558.0,12.997475,0.14381016312783834,0.21793917664777185,761278511.233938,6957992.65,6.975224097139567
MARA,2025-02-27,14.21,14.85,13.06,13.13,90411850.0,12.45,0.14136546184738963,0.19277108433734935,1187107590.5,29794487.65,3.0345160172606627
MAT,2025-02-05,21.27,21.35,20.18,20.84,18416580.0,18.07,0.17708909795240735,0.18151632540121754,383801527.2,2755150.05,6.684419964712993
MIR,2025-10-29,25.155,30.21,24.27,29.75,12669661.0,25.19,-0.0013894402540690631,0.19928543072647864,376922414.75,3816413.35,3.319782171918039
MLYS,2025-03-10,14.13,18.29,13.5,14.96,15229716.0,10.52,0.34315589353612186,0.7385931558935361,227836551.36,384103.5,39.65003182735903
MLYS,2025-09-02,22.64,30.14,22.0,28.86,15718579.0,15.48,0.46253229974160215,0.9470284237726099,453638189.94,926333.3,16.968599746980917
MNST,2026-05-08,42.2475,44.385,41.565,43.145,30569694.0,37.985,0.1122153481637489,0.1684875608792944,1318929447.63,9004950.4,3.3947653948210528
MRNA,2025-10-30,24.425,29.2,24.25,28.14,48698737.0,24.7,-0.011133603238866363,0.18218623481781382,1370382459.18,8487345.0,5.73780575668834
MRNA,2026-05-08,49.0,57.779,48.98,54.35,20925852.0,48.54,0.009476720230737534,0.19033786567779165,1137320056.2,6128721.6,3.414391020796246
MRNA,2026-08-19,116.02,176.66,114.46,174.38,199252328.0,62.96,0.8427573062261753,1.8059085133418042,34745620956.64,5369508.35,37.10811400451589
MRNA,2026-08-21,133.11,159.47,132.42,145.13,87316065.0,133.32,-0.0015751575157514353,0.19614461446144626,12672180513.449999,19883321.6,4.391422457302103
MRVL,2024-12-04,111.815635,119.331064,109.068274,117.608985,59995896.0,95.470823,0.17120216927427134,0.24992181119042,7056056432.72556,10273284.85,5.839991480427022
MRVL,2026-03-06,84.651734,93.330248,83.337716,89.503108,90071099.0,75.623482,0.11938424099540956,0.23414375444918023,8061643301.475692,14238862.4,6.325722973486983
MRVL,2026-06-02,253.397487,291.228154,252.367741,290.71828,112646194.0,219.37588,0.1550836263312083,0.3275304194791151,32748307768.22632,28740926.75,3.9193654045967743
MSFT,2026-07-30,437.077203,457.828139,431.627462,450.2524,110160704.0,389.80619,0.12126798961299201,0.17450197237760645,49600121361.689606,32218279.65,3.419198827396112
MSTR,2026-08-19,94.54,106.9,94.3,104.25,49175202.0,92.52,0.021833117163856608,0.15542585386943375,5126514808.5,15906605.0,3.0914957654383195
NKE,2025-06-27,67.213045,71.450577,67.116737,69.379965,117530345.0,60.230747,0.11592580779381656,0.1862807711815362,8154251222.537925,14755549.65,7.965162111056975
NRG,2025-05-12,134.971583,148.577113,134.922324,148.380074,10257926.0,117.563205,0.14807675581828517,0.26380624788172446,1522071818.9665241,2251268.65,4.556509059902735
NU,2025-08-15,13.4,14.07,12.92,13.1,130527235.0,12.01,0.11573688592839315,0.1715237302248127,1709906778.5,43311314.2,3.0136983236588093
NVAX,2025-01-07,9.95,11.55,9.88,10.82,15015029.0,9.76,0.019467213114753967,0.18340163934426235,162462613.78,3618023.65,4.150063806244053
NVAX,2025-05-08,7.19,7.5,6.48,6.66,36866423.0,5.95,0.20840336134453774,0.26050420168067223,245530377.18,7071261.9,5.213556437500921
NVAX,2025-05-19,8.1,8.78,7.12,7.74,84054230.0,6.73,0.20356612184249623,0.3046062407132242,650579740.2,9337559.25,9.001734580693558
NVAX,2025-08-06,7.21,8.2284,7.18,7.58,23341067.0,6.73,0.07132243684992567,0.22264487369985142,176925287.86,5113546.9,4.564555181844523
NVAX,2026-01-21,8.28,9.98,8.2,9.9,16572711.0,8.2,0.009756097560975618,0.2170731707317075,164069838.9,4591107.3,3.609741597631578
NVAX,2026-02-26,9.825,11.97,9.7,11.19,23919407.0,9.53,0.030954879328436435,0.2560335781741869,267658164.32999998,3722693.35,6.4252960830093615
NVAX,2026-05-06,8.56,9.565,8.3517,9.36,16482982.0,8.1,0.05679012345679024,0.18086419753086425,154280711.51999998,3028563.9,5.442507585856122
NVAX,2026-05-08,9.36,10.75,9.32,10.11,13354044.0,9.23,0.014084507042253502,0.16468039003250268,135009384.84,4010693.95,3.3296093310734913
NVCR,2024-10-15,16.06,19.33,15.9,17.78,2771847.0,16.06,0.0,0.2036114570361145,49283439.660000004,722757.15,3.8351014583529195
NVCR,2024-10-16,21.46,21.8165,17.69,17.87,6732625.0,17.78,0.20697412823397077,0.22702474690663665,120312008.75,824345.95,8.16723245865404
NVCR,2024-12-02,28.25,31.57,25.0,29.85,12214762.0,20.04,0.4096806387225549,0.5753493013972057,364610645.7,853598.7,14.309724229898665
NVCR,2026-02-12,14.4,14.97,12.0128,12.53,16691120.0,10.5,0.37142857142857144,0.4257142857142857,209139733.6,1489720.65,11.204194558221369
NVCR,2026-02-25,12.555,15.46,12.5,14.99,8259435.0,11.74,0.06942078364565574,0.31686541737649065,123808930.65,2618107.15,3.1547352827022377
NVCR,2026-04-30,13.36,15.5153,13.3,15.21,7710540.0,11.93,0.11986588432523049,0.3005280804694048,117277313.4,1097694.0,7.024307320619408
NVCR,2026-07-23,18.0,20.55,18.0,19.99,8948689.0,15.57,0.1560693641618498,0.3198458574181118,178884293.10999998,1460873.2,6.125575443508718
NVTS,2024-12-04,3.4,3.8,3.15,3.21,13681466.0,3.14,0.08280254777070062,0.21019108280254772,43917505.86,4405634.85,3.1054471071291805
NVTS,2024-12-05,3.46,3.99,3.42,3.77,15060468.0,3.21,0.0778816199376946,0.2429906542056075,56777964.36,4782637.15,3.1489882104060514
NVTS,2024-12-09,4.1,4.6556,3.78,4.33,18999859.0,3.77,0.08753315649867366,0.23490716180371352,82269389.47,5828005.5,3.260096271357328
NVTS,2025-05-22,4.905,5.25,4.03,5.05,276487829.0,1.91,1.568062827225131,1.74869109947644,1396263536.45,5743929.85,48.135655591267366
NVTS,2025-05-27,4.535,7.529,4.535,6.5,271628298.0,4.41,0.028344671201814053,0.7072562358276644,1765583937.0,23161966.9,11.72734160154594
NVTS,2025-07-21,7.48,9.48,7.3913,8.47,120768520.0,6.79,0.10162002945508108,0.3961708394698087,1022909364.4000001,25261555.7,4.780723777831308
NVTS,2025-10-13,8.6,10.41,8.5001,9.97,147107417.0,8.23,0.044957472660996256,0.26488456865127574,1466660947.49,39202850.25,3.7524673859651316
NVTS,2025-10-14,12.45,13.33,10.92,12.57,157929925.0,9.97,0.24874623871614832,0.3370110330992979,1985179157.25,45679404.7,3.4573551480630393
NVTS,2026-03-11,8.72,10.88,8.72,10.84,55663315.0,8.68,0.004608294930875667,0.2534562211981568,603390334.6,17690053.6,3.1465882613266922
NVTS,2026-04-21,14.445,16.61,14.19,15.33,87717909.0,13.2,0.09431818181818197,0.2583333333333333,1344715544.97,20898365.2,4.197357456457886
NVTS,2026-04-22,16.125,18.67,16.01,18.47,84760058.0,15.33,0.051859099804305364,0.21787345075016318,1565518271.26,24352603.25,3.480533770039554
NVTS,2026-06-03,30.645,34.17,29.7,30.84,112299145.0,25.86,0.1850348027842228,0.32134570765661263,3463305631.8,36659509.9,3.0633018637273164
OGN,2025-02-13,15.257887,16.707556,14.545173,15.825148,8157330.0,14.25427,0.0704081654128903,0.17210884878706523,129090954.53484,2379194.0,3.4286106975723714
OGN,2026-04-10,7.986341,8.903624,7.916548,8.803919,39484105.0,6.88959,0.1591895889305459,0.2923300225412544,347614862.20749503,3985480.65,9.906987002935267
OGN,2026-04-24,10.713263,11.545797,9.925596,11.226742,31875916.0,8.574598,0.24941868994907979,0.34651175483678665,357862684.945672,7586394.55,4.201721356556654
OGN,2026-04-27,13.175967,13.200893,13.111159,13.12113,133824436.0,11.226742,0.17362338958176826,0.1758436240896959,1755927821.9326801,9054200.8,14.780369792549774
OKLO,2024-10-15,10.58,12.63,9.5381,11.65,37138690.0,10.04,0.0537848605577691,0.25796812749004006,432665738.5,4922681.4,7.544402528264372
OKLO,2024-10-16,12.82,16.77,12.3,16.54,54401051.0,11.65,0.10042918454935612,0.4394849785407724,899793383.54,6721018.7,8.094167480890954
OKLO,2024-10-18,15.5,20.64,15.48,18.23,49587671.0,15.73,-0.014621741894469187,0.3121424030514939,903983242.33,10683485.25,4.641525666916609
OKLO,2024-10-21,19.37,22.93,18.55,22.31,55878481.0,18.23,0.06253428414701045,0.25781678551837617,1246648911.11,12408910.75,4.503093150218684
OKLO,2024-12-18,21.41,22.94,18.03,18.38,50038713.0,19.1,0.12094240837696324,0.2010471204188482,919711544.9399999,11209923.85,4.46378705775062
OKLO,2025-05-14,34.55,39.37,34.1,37.01,39267338.0,32.03,0.0786762410240398,0.2291601623477988,1453284179.3799999,10893153.3,3.604772366510255
OKLO,2025-05-23,44.66,52.17,43.63,48.87,92503108.0,39.72,0.12437059415911378,0.31344410876132933,4520626887.96,15126179.9,6.115430902682838
OKLO,2025-09-19,108.7,136.53,107.1589,135.23,63583999.0,104.97,0.03553396208440507,0.3006573306659046,8598464184.769999,14973974.65,4.246300697457104
OKLO,2026-01-09,114.35,115.72,104.03,105.31,33942746.0,97.6,0.1716188524590163,0.18565573770491817,3574510581.26,10474090.25,3.240639061707531
OKTA,2025-03-04,100.055,108.6,97.6,108.31,17352128.0,87.16,0.1479463056447914,0.24598439651216153,1879408983.68,2524734.45,6.872852707341162
OKTA,2026-05-29,107.535,124.79,106.5006,123.27,17583948.0,94.72,0.1352934966216215,0.3174619932432434,2167573269.96,3230748.95,5.44268473723407
OKTA,2026-08-27,166.15,174.85,156.5,172.91,16362713.0,134.42,0.23605118285969362,0.3007736943907158,2829276704.83,2798256.0,5.847468208770034
ON,2025-04-09,32.32,39.59,31.68,39.2,28303747.0,31.95,0.011580594679186262,0.23912363067292652,1109506882.4,9270472.65,3.0531072221004827
ONB,2024-11-06,19.438661,21.128359,19.333948,21.085522,8908120.0,18.239214,0.06576198952432932,0.15840293337201916,187832360.23864,1992965.65,4.4697810019956945
ONON,2025-11-12,43.84,44.87,41.01,41.51,48483022.0,35.18,0.24616259238203542,0.2754405912450255,2012530243.2199998,6818090.95,7.1109379965076585
ORCL,2025-09-10,315.592978,341.824005,308.572989,324.629977,131618085.0,238.788371,0.3216429957554341,0.4314935169100005,42727175906.334045,12585045.55,10.458292302327026
ORIC,2025-02-10,12.31,14.67,10.97,11.23,5744016.0,12.25,0.004897959183673528,0.1975510204081632,64505299.68,891693.3,6.441694694801452
ORIC,2025-05-29,7.29,8.439,6.89,7.97,14471373.0,5.97,0.22110552763819102,0.41356783919598006,115336842.81,786142.95,18.408068150964148
ORIC,2026-01-14,10.08,11.78,10.04,11.25,5033959.0,10.14,-0.00591715976331364,0.1617357001972386,56632038.75,1572972.75,3.200283666706877
ORIC,2026-02-24,12.08,13.75,11.75,13.42,4667587.0,11.71,0.03159692570452588,0.17421007685738665,62639017.54,1325122.95,3.5223803195016736
ORIC,2026-04-02,7.252,8.97,7.23,8.89,7289337.0,7.475,-0.029832775919732435,0.20000000000000018,64802205.93000001,2352364.3,3.0987279478778014
ORIC,2026-08-04,10.64,13.73,10.64,13.47,5044088.0,10.6,0.0037735849056603765,0.2952830188679245,67943865.36,1618872.9,3.115802358542169
OSCR,2025-02-18,15.12,16.6999,14.7112,15.85,13559787.0,13.46,0.12332838038632965,0.24070579494799405,214922623.95,4427487.45,3.0626370267859255
OSCR,2025-05-07,16.06,17.4,15.31,17.02,29208370.0,13.07,0.22876817138485062,0.3312930374904359,497126457.4,4356681.65,6.704269980341574
OSCR,2025-06-18,16.3,19.24,16.09,18.77,49622714.0,16.11,0.011793916821849937,0.19428926132836732,931418341.78,12306065.05,4.03237865218338
OSCR,2025-06-20,21.55,22.78,20.31,21.22,70657713.0,18.77,0.14810868407032496,0.2136387852956847,1499356669.86,14419643.05,4.900101393286569
OSCR,2025-11-24,16.25,16.95,15.53,16.49,58670763.0,13.48,0.20548961424332335,0.2574183976261126,967480881.8699999,14440639.1,4.062892410350454
PATH,2025-05-30,14.86,14.985,12.91,13.31,47394650.0,12.94,0.14837712519319934,0.1580370942812983,630822791.5,9611000.25,4.931292141002702
PATH,2025-09-30,15.18,15.18,13.34,13.38,80835381.0,12.56,0.20859872611464958,0.20859872611464958,1081577397.78,14714950.95,5.493418311394372
PATH,2025-10-06,14.19,15.22,13.91,14.52,61163247.0,12.9,0.09999999999999987,0.17984496124031013,888090346.4399999,18068407.55,3.3850933919187582
PATH,2025-10-09,16.44,18.74,16.19,18.51,99862094.0,15.58,0.0551989730423621,0.2028241335044929,1848447359.94,22988053.8,4.344086492437215
PATH,2025-12-04,16.1,18.7,15.75,18.48,94766949.0,14.86,0.08344549125168244,0.25841184387617755,1751293217.52,16885683.25,5.612266178213428
PD,2025-03-14,16.52,18.45,16.51,18.38,4365841.0,15.61,0.058295964125560484,0.18193465727098013,80244157.58,1106098.65,3.9470629495841085
PD,2025-07-25,14.81,18.0,14.64,15.72,9223831.0,14.71,0.00679809653297081,0.22365737593473822,144998623.32,1409448.55,6.544283578141252
PD,2026-05-29,9.33,10.015,8.69,9.95,8869287.0,7.44,0.254032258064516,0.3461021505376345,88249405.64999999,1784477.1,4.970244224484584
PENN,2026-02-26,13.51,14.7,13.2613,14.64,14644829.0,12.54,0.07735247208931417,0.1722488038277512,214400296.56,4418983.25,3.314072077553134
PENN,2026-04-23,15.5,17.28,15.16,17.26,11322197.0,14.77,0.049424509140149064,0.16993906567366301,195421120.22000003,3592774.2,3.1513800672471985
PGNY,2025-02-28,26.55,26.76,21.59,22.53,5180934.0,22.88,0.16040209790209792,0.1695804195804198,116726443.02000001,1548958.35,3.34478586851609
PGNY,2026-05-08,23.39,23.76,21.1923,23.72,4411517.0,19.16,0.22077244258872653,0.24008350730688943,104641183.24,1403353.6,3.1435534137654257
PINS,2025-02-07,40.89,40.9,38.85,40.0,50875917.0,33.59,0.217326585293242,0.2176242929443286,2035036680.0,11121769.75,4.574444368442352
PINS,2026-05-05,24.71,24.71,22.065,22.28,59020996.0,20.85,0.18513189448441247,0.18513189448441247,1314987790.88,14161104.1,4.167824456569033
PL,2024-11-13,2.7,3.19,2.69,3.0,7939203.0,2.63,0.026615969581749166,0.21292775665399244,23817609.0,1663870.3,4.771527564378065
PL,2024-12-02,4.2,4.59,4.07,4.51,13657211.0,3.93,0.06870229007633588,0.16793893129770976,61594021.61,3431273.8,3.980216035222838
