symbol,date,gap,atr_pct,entry,exit,reason,exit_min,gross,ret,period
LRCX,2026-07-06,0.039640306195042774,0.088283960331237,355.35,350.2,eod,945,0.014705882352941346,0.013305882352941346,OOS
SNDK,2026-07-06,0.04795415472779374,0.13383994269340976,1753.1001,1744.43,eod,945,0.004970162173317361,0.0035701621733173605,OOS
RKLB,2026-07-08,0.03704591775566479,0.10614066487403022,84.01,83.35,eod,945,0.007918416316736732,0.006518416316736731,OOS
APLD,2026-07-09,0.048027989821882944,0.1087783987640858,31.88,33.474000000000004,stop,720,-0.04761904761904778,-0.04901904761904778,OOS
BE,2026-07-09,0.08568956702976904,0.14710535777486894,268.0,257.02,eod,945,0.04272041086296796,0.04132041086296796,OOS
CORZ,2026-07-09,0.03319148936170224,0.0880984802431611,24.02,23.74,eod,945,0.011794439764111209,0.010394439764111208,OOS
HMY,2026-07-09,0.04158004158004158,0.059677259677259675,14.84,15.02,eod,945,-0.011984021304926706,-0.013384021304926707,OOS
HUT,2026-07-09,0.041372160965036375,0.11075911789652247,107.74,106.22,eod,945,0.014309922801732267,0.012909922801732266,OOS
IREN,2026-07-09,0.03464713405417963,0.10443104622386103,43.65,41.72,eod,945,0.04626078619367213,0.044860786193672134,OOS
NBIS,2026-07-09,0.05868440502586858,0.13233406583254145,218.75,216.2,eod,945,0.011794634597594778,0.010394634597594777,OOS
RKLB,2026-07-09,0.03533293341331745,0.1056343302768018,83.8,82.55,eod,945,0.015142337976983722,0.013742337976983722,OOS
SNDK,2026-07-09,0.0627803703146168,0.13708926855171022,1806.4,1896.7200000000003,stop,780,-0.04761904761904767,-0.04901904761904767,OOS
WULF,2026-07-09,0.04424003504161189,0.11182013015455855,23.17,24.328500000000002,stop,690,-0.04761904761904767,-0.04901904761904767,OOS
ASST,2026-07-10,0.06190476190476191,0.09342176870748296,12.94,12.36,eod,945,0.046925566343042124,0.045525566343042126,OOS
BMNR,2026-07-10,0.03948264125255285,0.07214091218515999,15.23,14.98,eod,945,0.016688918558077415,0.015288918558077414,OOS
COIN,2026-07-10,0.05194395354708403,0.06537522090381215,162.83,159.07,eod,945,0.02363739234299378,0.02223739234299378,OOS
MARA,2026-07-10,0.03177004538577921,0.109066349686622,13.155,12.6,eod,945,0.04404761904761911,0.042647619047619115,OOS
UUUU,2026-07-10,0.04521868050407707,0.07512443079529808,13.79,13.58,eod,945,0.015463917525773141,0.01406391752577314,OOS
AEHR,2026-07-14,0.07777124375183786,0.1453697441928844,71.25,72.01,eod,945,-0.01055408970976257,-0.011954089709762571,OOS
ALAB,2026-07-14,0.08280624223173594,0.13151518140746146,375.72,361.78,eod,945,0.038531704350710516,0.03713170435071052,OOS
AMKR,2026-07-14,0.05676657413213815,0.10289444661755731,68.71926372799145,70.071789,eod,945,-0.019301994301994307,-0.020701994301994306,OOS
CIEN,2026-07-14,0.034662356321839116,0.0737584988197865,457.32,446.93,eod,945,0.023247488421005436,0.021847488421005437,OOS
CIFR,2026-07-14,0.039581777445855115,0.12925744158753869,19.7,19.87,eod,945,-0.008555611474584834,-0.009955611474584835,OOS
COHR,2026-07-14,0.04264940303848541,0.10259054342319905,310.5,310.77,eod,945,-0.0008688097306689402,-0.0022688097306689404,OOS
CRDO,2026-07-14,0.06596166835528527,0.11951786920441937,242.12,236.18,eod,945,0.025150309086290124,0.023750309086290125,OOS
HUT,2026-07-14,0.03972975698295844,0.1132653884383238,99.17,98.33,eod,945,0.008542662463134398,0.007142662463134398,OOS
LRCX,2026-07-14,0.0749878758486906,0.09426573108632397,345.29,346.1,eod,945,-0.0023403640566310724,-0.0037403640566310726,OOS
MARA,2026-07-14,0.03978671041837578,0.11347708894878707,12.01,12.16,eod,945,-0.012335526315789491,-0.013735526315789491,OOS
NVTS,2026-07-14,0.06254856254856267,0.13463425463425466,13.1701,13.09,eod,945,0.0061191749427043085,0.004719174942704308,OOS
RIOT,2026-07-14,0.05002476473501716,0.11042559966036937,20.39,20.19,eod,945,0.00990589400693409,0.00850589400693409,OOS
SNDK,2026-07-14,0.07946976349635904,0.1469886727787407,1762.0001,1757.82,eod,945,0.0023780022983013183,0.0009780022983013183,OOS
VRT,2026-07-14,0.031582044659495656,0.07524905538767637,308.4,303.58,eod,945,0.015877198761446776,0.014477198761446776,OOS
LRCX,2026-07-15,0.03221612250794559,0.08582616502249556,340.41,335.43,eod,945,0.014846614792952462,0.013446614792952461,OOS
AG,2026-07-21,0.034700326213564336,0.06268455395221789,16.246839713100176,16.856346,eod,945,-0.036158861885002946,-0.037558861885002945,OOS
AMKR,2026-07-21,0.07193094126417776,0.0923455208752035,64.89126736490334,66.608126,eod,945,-0.025775513262400684,-0.027175513262400683,OOS
COHR,2026-07-21,0.07659425367904693,0.08985061067173893,302.27,317.38349999999997,stop,750,-0.04761904761904756,-0.04901904761904756,OOS
CRDO,2026-07-21,0.05832979676521899,0.11860127046999308,219.75,223.87,eod,945,-0.018403537767454292,-0.01980353776745429,OOS
EXK,2026-07-21,0.03600000000000003,0.06320857142857143,7.66,8.043000000000001,stop,690,-0.04761904761904767,-0.04901904761904767,OOS
FSM,2026-07-21,0.03362391033623924,0.04348603451343176,8.175,8.47,eod,945,-0.03482880755608031,-0.03622880755608031,OOS
HMY,2026-07-21,0.04396371249127706,0.04419300169474628,14.82,15.33,eod,945,-0.03326810176125239,-0.03466810176125239,OOS
HUT,2026-07-21,0.03695630635093616,0.10792996560558236,104.3305,109.547025,stop,780,-0.04761904761904767,-0.04901904761904767,OOS
IONQ,2026-07-21,0.035630841121495394,0.09036027202937247,34.97,35.51,eod,945,-0.015206983948183539,-0.016606983948183537,OOS
LRCX,2026-07-21,0.0696635806493675,0.09378967736527392,316.31,322.0,eod,945,-0.017670807453416093,-0.01907080745341609,OOS
VRT,2026-07-21,0.03901669695203491,0.07142369801487984,299.0,304.5,eod,945,-0.01806239737274218,-0.019462397372742177,OOS
AMKR,2026-07-24,0.08832083540667712,0.07650062380992742,64.7415416370074,64.841359,eod,945,-0.0015394088669948847,-0.002939408866994885,OOS
APLD,2026-07-27,0.031997057741816715,0.09186304576262279,27.35,26.375,eod,945,0.03696682464454981,0.03556682464454981,OOS
NBIS,2026-07-27,0.04769132449273039,0.11984605025905552,190.75,187.88,eod,945,0.01527570789865873,0.01387570789865873,OOS
BE,2026-07-29,0.09985614960441147,0.15068731376511285,173.4,163.75,eod,945,0.05893129770992367,0.05753129770992367,OOS
AAOI,2026-07-31,0.11086449894573303,0.1439719707658893,97.32,94.32,eod,945,0.03180661577608146,0.03040661577608146,OOS
AEHR,2026-07-31,0.09561597502276564,0.16180230073036106,80.52,79.98,eod,945,0.006751687921980443,0.0053516879219804425,OOS
ALAB,2026-07-31,0.09553204978477758,0.11273072651263451,321.7662,311.23,eod,945,0.033853420300099524,0.032453420300099525,OOS
AMKR,2026-07-31,0.05511811366881236,0.12922947251363975,50.72858139295368,49.778919,eod,945,0.019077601764587948,0.01767760176458795,OOS
APLD,2026-07-31,0.07257776188773701,0.10051100669084223,28.18,27.39,eod,945,0.028842643300474702,0.027442643300474703,OOS
ASTS,2026-07-31,0.037816563997262076,0.09739366383103547,58.61,58.98,eod,945,-0.006273312987453372,-0.007673312987453372,OOS
BE,2026-07-31,0.11420915411355725,0.1317578491419743,215.47,205.81,eod,945,0.04693649482532436,0.04553649482532436,OOS
BTDR,2026-07-31,0.037837837837837895,0.10833268983268984,11.03,10.52,eod,945,0.048479087452471425,0.04707908745247143,OOS
CIEN,2026-07-31,0.05888676861880837,0.0790538646721623,387.77,377.05,eod,945,0.028431242540777113,0.027031242540777115,OOS
COHR,2026-07-31,0.10776519714125099,0.10612548898142725,269.8,262.89,eod,945,0.026284757883525467,0.02488475788352547,OOS
CORZ,2026-07-31,0.05272810637322345,0.09156907054431128,21.67,20.72,eod,945,0.0458494208494209,0.0444494208494209,OOS
CRDO,2026-07-31,0.0736522777004176,0.10386601636875159,207.0,206.99,eod,945,4.83115126335143e-05,-0.0013516884873664857,OOS
CRWV,2026-07-31,0.04242219215155596,0.09399951672143823,74.175,71.77,eod,945,0.033509823045840825,0.03210982304584083,OOS
GLXY,2026-07-31,0.04531133828996281,0.0994078597981943,21.34,21.01,eod,945,0.015706806282722363,0.014306806282722363,OOS
IREN,2026-07-31,0.06677992681651856,0.10915782988574417,37.58,36.8,eod,945,0.02119565217391317,0.019795652173913172,OOS
LITE,2026-07-31,0.07899140268882343,0.10998707930463168,727.3,713.94,eod,945,0.01871305711964566,0.01731305711964566,OOS
LRCX,2026-07-31,0.05928389090420527,0.08798050901134334,304.945,293.02,eod,945,0.04069688075899269,0.039296880758992694,OOS
LUNR,2026-07-31,0.03755102040816327,0.08581224489795922,12.46,12.34,eod,945,0.009724473257698651,0.008324473257698651,OOS
NBIS,2026-07-31,0.06636416706469239,0.1342780191204009,189.2,190.41,eod,945,-0.006354708261120834,-0.007754708261120834,OOS
NVTS,2026-07-31,0.055404178019981876,0.109410925132996,11.03,10.86,eod,945,0.015653775322283625,0.014253775322283625,OOS
SNDK,2026-07-31,0.08103768867777106,0.15108167442732584,1287.0,1214.83,eod,945,0.059407489113703305,0.058007489113703306,OOS
TEM,2026-07-31,0.04402799729058482,0.07199916137148017,42.5,43.87,eod,945,-0.03122863004330967,-0.03262863004330967,OOS
UUUU,2026-07-31,0.040990606319385,0.06270464804196658,11.69,11.44,eod,945,0.021853146853146876,0.020453146853146878,OOS
VRT,2026-07-31,0.08514285714285719,0.08832342229199375,241.5872,241.57,eod,945,7.120089415080244e-05,-0.0013287991058491975,OOS
WULF,2026-07-31,0.04096520763187428,0.10373456790123457,17.945,17.66,eod,945,0.016138165345413347,0.014738165345413346,OOS
CIEN,2026-08-04,0.0724741529327464,0.07959397803547665,410.85,411.13,eod,945,-0.000681049789604149,-0.002081049789604149,OOS
VRT,2026-08-04,0.04622695305075064,0.08171154316126755,268.5816,269.93,eod,945,-0.004995369169784825,-0.006395369169784825,OOS
BTDR,2026-08-07,0.04800380228136891,0.12162751222161874,10.65,10.88,eod,945,-0.021139705882353033,-0.02253970588235303,OOS
CLSK,2026-08-07,0.09568627450980394,0.10741904761904764,12.71,12.3,eod,945,0.03333333333333344,0.03193333333333344,OOS
GLXY,2026-08-07,0.04657113613101327,0.11469037871033777,20.14,20.17,eod,945,-0.0014873574615766882,-0.0028873574615766884,OOS
HUT,2026-08-07,0.03563154991726414,0.13364187219289259,89.675,88.59,eod,945,0.012247431990066504,0.010847431990066504,OOS
NBIS,2026-08-07,0.03941963345270705,0.13852918384543622,187.0,187.97,eod,945,-0.005160397935840777,-0.006560397935840777,OOS
SNDK,2026-08-07,0.04029938502121433,0.1404192990740131,1245.01,1212.21,eod,945,0.027058018000181372,0.025658018000181373,OOS
VRT,2026-08-07,0.03543264163971371,0.07324464357098728,277.5302,272.4,eod,945,0.018833333333333258,0.01743333333333326,OOS
WULF,2026-08-07,0.051376667612829996,0.09719800494708246,17.78,17.08,eod,945,0.040983606557377206,0.03958360655737721,OOS
BTDR,2026-08-11,0.05807935595169633,0.1570968536925984,9.04,8.69,eod,945,0.04027617951668572,0.03887617951668572,OOS
CLSK,2026-08-11,0.05263157894736836,0.11388820411684952,11.78,11.52,eod,945,0.02256944444444442,0.02116944444444442,OOS
GLXY,2026-08-11,0.06557377049180335,0.10646516393442622,20.332,20.13,eod,945,0.010034773969200383,0.008634773969200383,OOS
MARA,2026-08-11,0.05648535564853541,0.1039300657501494,9.65,9.68,eod,945,-0.0030991735537189147,-0.004499173553718915,OOS
AMKR,2026-08-12,0.04972376067760442,0.09880452511589995,55.6075541138622,55.488472,eod,945,0.0021460694369490607,0.0007460694369490607,OOS
BTDR,2026-08-12,0.06789413118527032,0.1580503041262535,9.14,9.02,eod,945,0.01330376940133049,0.01190376940133049,OOS
CIFR,2026-08-12,0.07931435212085991,0.16925666140947954,18.07,17.87,eod,945,0.011191941801902638,0.009791941801902638,OOS
CLSK,2026-08-12,0.05381944444444464,0.1145802331349206,11.91,12.18,eod,945,-0.02216748768472898,-0.02356748768472898,OOS
CORZ,2026-08-12,0.08122469635627505,0.09826850780798149,20.98,20.87,eod,945,0.005270723526593191,0.0038707235265931905,OOS
GLXY,2026-08-12,0.08022851465474434,0.1027432403661912,21.145,21.08,eod,945,0.0030834914611006514,0.0016834914611006514,OOS
HUT,2026-08-12,0.07597431854021175,0.12754754931934478,92.51,90.77,eod,945,0.019169329073482455,0.017769329073482457,OOS
MARA,2026-08-12,0.046487603305785274,0.09997786304604483,9.825,9.64,eod,945,0.019190871369294538,0.01779087136929454,OOS
RIOT,2026-08-12,0.0662055335968379,0.11835297854319594,20.53,20.32,eod,945,0.010334645669291431,0.008934645669291431,OOS
RUN,2026-08-12,0.034895314057826754,0.07107249679532829,10.2,9.84,eod,945,0.03658536585365857,0.03518536585365857,OOS
WULF,2026-08-12,0.08656716417910437,0.10084392324093819,17.41,17.19,eod,945,0.012798138452588592,0.011398138452588592,OOS
BTDR,2026-08-17,0.04874041621029557,0.14308480675950552,9.4,9.39,eod,945,0.0010649627263046302,-0.0003350372736953698,OOS
HUT,2026-08-21,0.04241398759165249,0.09635516880186931,89.05,80.86,eod,945,0.1012861736334405,0.0998861736334405,OOS
AEHR,2026-08-25,0.05610287255003632,0.1463650168145657,96.67,95.59,eod,945,0.011298252955330046,0.009898252955330046,OOS
BE,2026-08-25,0.046686599353004565,0.09656073634237536,210.7701,217.45,eod,945,-0.030719245803632944,-0.03211924580363294,OOS
CIEN,2026-08-25,0.0386611103642962,0.07980661763293838,380.59,387.66,eod,945,-0.018237630913687353,-0.01963763091368735,OOS
NBIS,2026-08-25,0.0334265800578446,0.1106018816421358,215.2444,221.97,eod,945,-0.030299590034689294,-0.03169959003468929,OOS
NVTS,2026-08-25,0.07113654946851988,0.08223396799439318,12.55,12.44,eod,945,0.008842443729903726,0.007442443729903726,OOS
AMKR,2026-08-27,0.08223140345329871,0.06468314675349159,51.15639891766525,51.645504,eod,945,-0.009470429068419106,-0.010870429068419106,OOS
COHR,2026-08-27,0.03160987872405485,0.10497595348904928,299.33,295.39,eod,945,0.013338298520599867,0.011938298520599867,OOS
CRWV,2026-08-27,0.031132825815248122,0.08647239761715389,87.6801,86.8,eod,945,0.010139400921658881,0.00873940092165888,OOS
HUT,2026-08-27,0.05235294117647071,0.09119915966386555,86.79,87.13,eod,945,-0.003902215080913485,-0.005302215080913485,OOS
NBIS,2026-08-27,0.04412658346188003,0.10162823620543435,222.22,218.48,eod,945,0.01711827169534974,0.015718271695349742,OOS
NVTS,2026-08-27,0.04025256511444364,0.07700360807306347,12.6301,12.51,eod,945,0.009600319744204722,0.008200319744204721,OOS
VRT,2026-08-27,0.03483567719191849,0.05010795106868038,269.5,269.28,eod,945,0.0008169934640522847,-0.0005830065359477153,OOS
MP,2026-09-04,0.051878021569356614,0.059984062051745224,56.21,54.53,eod,945,0.030808729139923052,0.029408729139923054,OOS
